lat,lon,GroupCount,author_power,author_power_log10
-46,171,9,9,0.954242509439325
-44,172,1,1,0
-44,173,3,3,0.477121254719662
-43,147,4,4,0.602059991327962
-41,175,12,12,1.07918124604762
-40,176,8,8,0.903089986991944
-39,-73,1,1,0
-39,-62,3,3,0.477121254719662
-38,144,27,27,1.43136376415899
-38,145,307,307,2.48713837547719
-38,175,17,17,1.23044892137827
-38,176,1,1,0
-37,175,41,41,1.61278385671974
-35,-72,3,3,0.477121254719662
-35,-58,19,19,1.27875360095283
-35,-56,4,4,0.602059991327962
-35,139,29,29,1.46239799789896
-35,149,61,61,1.78532983501077
-34,-59,2,2,0.301029995663981
-34,18,14,14,1.14612803567824
-34,19,6,6,0.778151250383644
-34,151,192,192,2.28330122870355
-33,-72,9,9,0.954242509439325
-33,-71,82,82,1.91381385238372
-33,-66,3,3,0.477121254719662
-33,152,9,9,0.954242509439325
-32,-69,3,3,0.477121254719662
-32,-52,3,3,0.477121254719662
-32,116,39,39,1.5910646070265
-30,-51,2,2,0.301029995663981
-29,26,1,1,0
-28,153,13,13,1.11394335230684
-27,-65,1,1,0
-27,153,64,64,1.80617997398389
-26,28,18,18,1.25527250510331
-25,-58,3,3,0.477121254719662
-25,-49,2,2,0.301029995663981
-24,-47,25,25,1.39794000867204
-23,-47,2,2,0.301029995663981
-23,-43,87,87,1.93951925261862
-22,-43,2,2,0.301029995663981
-21,-43,1,1,0
-20,-44,1,1,0
-20,29,1,1,0
-17,-49,3,3,0.477121254719662
-16,-48,9,9,0.954242509439325
-14,34,2,2,0.301029995663981
-13,-39,1,1,0
-12,-77,13,13,1.11394335230684
-8,-35,5,5,0.698970004336019
-8,110,1,1,0
-7,107,2,2,0.301029995663981
-7,113,1,1,0
-6,107,1,1,0
-4,-39,1,1,0
-2,-80,1,1,0
-2,104,2,2,0.301029995663981
-1,37,6,6,0.778151250383644
-0,-78,2,2,0.301029995663981
0,33,5,5,0.698970004336019
1,104,210,210,2.32221929473392
2,104,1,1,0
3,-77,1,1,0
3,102,9,9,0.954242509439325
5,-74,31,31,1.49136169383427
5,-4,1,1,0
5,-1,1,1,0
5,100,2,2,0.301029995663981
6,-76,3,3,0.477121254719662
6,-0,1,1,0
6,8,2,2,0.301029995663981
6,101,4,4,0.602059991327962
7,4,5,5,0.698970004336019
7,80,2,2,0.301029995663981
7,81,2,2,0.301029995663981
8,5,1,1,0
9,-1,1,1,0
9,7,1,1,0
9,39,3,3,0.477121254719662
9,42,1,1,0
9,77,2,2,0.301029995663981
10,-84,3,3,0.477121254719662
10,-67,1,1,0
10,76,10,10,1
11,-75,1,1,0
11,76,1,1,0
11,80,1,1,0
11,107,12,12,1.07918124604762
12,9,1,1,0
13,39,1,1,0
13,78,10,10,1
13,80,1,1,0
13,101,1,1,0
14,80,1,1,0
14,100,2,2,0.301029995663981
14,101,13,13,1.11394335230684
15,121,2,2,0.301029995663981
16,74,1,1,0
16,78,1,1,0
16,108,7,7,0.845098040014257
17,78,6,6,0.778151250383644
18,-77,1,1,0
19,-99,28,28,1.44715803134222
19,-98,2,2,0.301029995663981
19,73,5,5,0.698970004336019
20,-101,1,1,0
21,-158,1,1,0
21,-101,1,1,0
21,39,1,1,0
21,106,5,5,0.698970004336019
21,107,1,1,0
22,39,2,2,0.301029995663981
22,88,2,2,0.301029995663981
22,114,198,198,2.29666519026153
23,73,2,2,0.301029995663981
23,76,6,6,0.778151250383644
23,77,1,1,0
23,88,9,9,0.954242509439325
23,113,46,46,1.66275783168157
23,114,40,40,1.60205999132796
23,120,3,3,0.477121254719662
24,40,3,3,0.477121254719662
24,47,1,1,0
24,54,1,1,0
24,55,1,1,0
24,56,3,3,0.477121254719662
24,58,2,2,0.301029995663981
24,90,3,3,0.477121254719662
24,118,79,79,1.89762709129044
24,120,2,2,0.301029995663981
24,121,7,7,0.845098040014257
25,47,4,4,0.602059991327962
25,51,8,8,0.903089986991944
25,54,29,29,1.46239799789896
25,55,16,16,1.20411998265592
25,56,1,1,0
25,67,1,1,0
25,74,1,1,0
25,103,20,20,1.30102999566398
25,110,2,2,0.301029995663981
25,121,25,25,1.39794000867204
25,122,49,49,1.69019608002851
26,-97,2,2,0.301029995663981
26,-82,1,1,0
26,-80,15,15,1.17609125905568
26,50,1,1,0
26,51,2,2,0.301029995663981
26,92,2,2,0.301029995663981
26,119,2,2,0.301029995663981
27,80,9,9,0.954242509439325
27,81,2,2,0.301029995663981
28,-97,1,1,0
28,-82,3,3,0.477121254719662
28,-16,3,3,0.477121254719662
28,-15,1,1,0
28,76,1,1,0
28,77,1,1,0
28,113,89,89,1.94939000664491
29,-98,1,1,0
29,-81,9,9,0.954242509439325
29,77,36,36,1.55630250076729
29,78,1,1,0
29,116,14,14,1.14612803567824
30,-99,7,7,0.845098040014257
30,-98,70,70,1.84509804001426
30,-96,1,1,0
30,-95,27,27,1.43136376415899
30,-92,1,1,0
30,-91,7,7,0.845098040014257
30,-90,18,18,1.25527250510331
30,-84,31,31,1.49136169383427
30,-82,12,12,1.07918124604762
30,31,1,1,0
30,72,1,1,0
30,106,5,5,0.698970004336019
30,107,4,4,0.602059991327962
30,114,14,14,1.14612803567824
30,120,45,45,1.65321251377534
30,122,7,7,0.845098040014257
31,-100,1,1,0
31,-98,2,2,0.301029995663981
31,-97,1,1,0
31,-96,66,66,1.81954393554187
31,-88,3,3,0.477121254719662
31,31,2,2,0.301029995663981
31,35,24,24,1.38021124171161
31,41,1,1,0
31,73,4,4,0.602059991327962
31,74,6,6,0.778151250383644
31,104,77,77,1.88649072517248
31,112,1,1,0
31,114,31,31,1.49136169383427
31,121,149,149,2.17318626841227
31,122,77,77,1.88649072517248
32,-111,46,46,1.66275783168157
32,-107,4,4,0.602059991327962
32,-97,6,6,0.778151250383644
32,-95,3,3,0.477121254719662
32,-86,8,8,0.903089986991944
32,-83,45,45,1.65321251377534
32,-82,2,2,0.301029995663981
32,35,143,143,2.15533603746506
32,74,1,1,0
32,117,15,15,1.17609125905568
32,119,104,104,2.01703333929878
32,120,5,5,0.698970004336019
33,-117,105,105,2.02118929906994
33,-115,1,1,0
33,-112,48,48,1.68124123737559
33,-97,51,51,1.70757017609794
33,-90,1,1,0
33,-89,3,3,0.477121254719662
33,-88,13,13,1.11394335230684
33,-87,1,1,0
33,-85,9,9,0.954242509439325
33,-83,2,2,0.301029995663981
33,35,18,18,1.25527250510331
33,117,8,8,0.903089986991944
33,130,1,1,0
34,-120,47,47,1.67209785793572
34,-119,1,1,0
34,-118,365,365,2.56229286445647
34,-117,20,20,1.30102999566398
34,-112,1,1,0
34,-102,17,17,1.23044892137827
34,-90,5,5,0.698970004336019
34,-87,1,1,0
34,-85,7,7,0.845098040014257
34,-84,123,123,2.0899051114394
34,-83,48,48,1.68124123737559
34,-81,13,13,1.11394335230684
34,-79,1,1,0
34,-78,1,1,0
34,-7,2,2,0.301029995663981
34,35,3,3,0.477121254719662
34,36,1,1,0
34,69,1,1,0
34,73,4,4,0.602059991327962
34,109,18,18,1.25527250510331
34,117,10,10,1
34,130,9,9,0.954242509439325
34,133,2,2,0.301029995663981
34,134,6,6,0.778151250383644
35,-121,11,11,1.04139268515822
35,-107,6,6,0.778151250383644
35,-102,5,5,0.698970004336019
35,-97,12,12,1.07918124604762
35,-92,1,1,0
35,-90,19,19,1.27875360095283
35,-84,1,1,0
35,-83,20,20,1.30102999566398
35,-82,2,2,0.301029995663981
35,-81,5,5,0.698970004336019
35,-1,1,1,0
35,25,2,2,0.301029995663981
35,33,13,13,1.11394335230684
35,114,2,2,0.301029995663981
35,129,6,6,0.778151250383644
35,134,3,3,0.477121254719662
35,135,13,13,1.11394335230684
35,136,47,47,1.67209785793572
35,137,10,10,1
35,140,7,7,0.845098040014257
36,-115,3,3,0.477121254719662
36,-106,7,7,0.845098040014257
36,-97,9,9,0.954242509439325
36,-96,1,1,0
36,-94,16,16,1.20411998265592
36,-87,59,59,1.77085201164214
36,-84,21,21,1.32221929473392
36,-82,14,14,1.14612803567824
36,-80,15,15,1.17609125905568
36,-79,212,212,2.32633586092875
36,-77,3,3,0.477121254719662
36,10,2,2,0.301029995663981
36,11,3,3,0.477121254719662
36,24,1,1,0
36,51,10,10,1
36,120,12,12,1.07918124604762
36,127,18,18,1.25527250510331
36,129,5,5,0.698970004336019
36,139,31,31,1.49136169383427
36,140,150,150,2.17609125905568
37,-122,283,283,2.45178643552429
37,-120,10,10,1
37,-96,23,23,1.36172783601759
37,-93,2,2,0.301029995663981
37,-88,1,1,0
37,-86,1,1,0
37,-81,1,1,0
37,-80,22,22,1.34242268082221
37,-77,1,1,0
37,-76,2,2,0.301029995663981
37,-7,3,3,0.477121254719662
37,-6,7,7,0.845098040014257
37,-4,17,17,1.23044892137827
37,3,1,1,0
37,10,11,11,1.04139268515822
37,117,25,25,1.39794000867204
37,127,50,50,1.69897000433602
37,137,2,2,0.301029995663981
37,139,2,2,0.301029995663981
38,-122,231,231,2.36361197989214
38,-121,1,1,0
38,-108,2,2,0.301029995663981
38,-98,1,1,0
38,-92,2,2,0.301029995663981
38,-89,2,2,0.301029995663981
38,-86,2,2,0.301029995663981
38,-85,24,24,1.38021124171161
38,-84,4,4,0.602059991327962
38,-79,41,41,1.61278385671974
38,-78,13,13,1.11394335230684
38,-77,43,43,1.63346845557959
38,-1,5,5,0.698970004336019
38,13,9,9,0.954242509439325
38,15,14,14,1.14612803567824
38,16,2,2,0.301029995663981
38,22,2,2,0.301029995663981
38,24,35,35,1.54406804435028
38,27,1,1,0
38,45,2,2,0.301029995663981
38,113,2,2,0.301029995663981
38,121,1,1,0
38,122,4,4,0.602059991327962
38,127,54,54,1.73239375982297
38,140,1,1,0
38,141,4,4,0.602059991327962
39,-122,56,56,1.7481880270062
39,-121,5,5,0.698970004336019
39,-105,2,2,0.301029995663981
39,-97,16,16,1.20411998265592
39,-95,27,27,1.43136376415899
39,-92,20,20,1.30102999566398
39,-90,110,110,2.04139268515822
39,-87,55,55,1.74036268949424
39,-85,5,5,0.698970004336019
39,-84,2,2,0.301029995663981
39,-82,3,3,0.477121254719662
39,-77,839,839,2.9237619608287
39,-76,5,5,0.698970004336019
39,-9,68,68,1.83250891270624
39,-7,2,2,0.301029995663981
39,-4,6,6,0.778151250383644
39,-0,12,12,1.07918124604762
39,9,3,3,0.477121254719662
39,16,4,4,0.602059991327962
39,17,5,5,0.698970004336019
39,22,2,2,0.301029995663981
39,27,1,1,0
39,35,1,1,0
39,117,39,39,1.5910646070265
39,122,18,18,1.25527250510331
40,-122,1,1,0
40,-120,13,13,1.11394335230684
40,-112,18,18,1.25527250510331
40,-105,54,54,1.73239375982297
40,-93,1,1,0
40,-88,82,82,1.91381385238372
40,-87,76,76,1.88081359228079
40,-86,3,3,0.477121254719662
40,-85,11,11,1.04139268515822
40,-84,1,1,0
40,-83,70,70,1.84509804001426
40,-82,1,1,0
40,-80,83,83,1.91907809237607
40,-77,1,1,0
40,-76,11,11,1.04139268515822
40,-75,376,376,2.57518784492766
40,-74,2,2,0.301029995663981
40,-8,2,2,0.301029995663981
40,-4,156,156,2.19312459835446
40,-0,15,15,1.17609125905568
40,3,5,5,0.698970004336019
40,18,4,4,0.602059991327962
40,21,1,1,0
40,33,10,10,1
40,116,600,600,2.77815125038364
40,117,31,31,1.49136169383427
41,-112,20,20,1.30102999566398
41,-106,4,4,0.602059991327962
41,-105,24,24,1.38021124171161
41,-97,1,1,0
41,-96,3,3,0.477121254719662
41,-90,1,1,0
41,-89,1,1,0
41,-84,2,2,0.301029995663981
41,-82,4,4,0.602059991327962
41,-81,4,4,0.602059991327962
41,-78,62,62,1.79239168949825
41,-77,2,2,0.301029995663981
41,-76,2,2,0.301029995663981
41,-75,24,24,1.38021124171161
41,-74,399,399,2.60097289568675
41,-73,143,143,2.15533603746506
41,-9,19,19,1.27875360095283
41,-6,2,2,0.301029995663981
41,-4,8,8,0.903089986991944
41,-2,1,1,0
41,1,6,6,0.778151250383644
41,2,158,158,2.19865708695442
41,9,2,2,0.301029995663981
41,14,47,47,1.67209785793572
41,15,6,6,0.778151250383644
41,17,7,7,0.845098040014257
41,23,4,4,0.602059991327962
41,29,7,7,0.845098040014257
42,-112,14,14,1.14612803567824
42,-94,25,25,1.39794000867204
42,-93,3,3,0.477121254719662
42,-92,15,15,1.17609125905568
42,-89,1,1,0
42,-88,423,423,2.62634036737504
42,-87,2,2,0.301029995663981
42,-86,28,28,1.44715803134222
42,-85,2,2,0.301029995663981
42,-84,89,89,1.94939000664491
42,-83,9,9,0.954242509439325
42,-82,27,27,1.43136376415899
42,-76,124,124,2.09342168516224
42,-74,3,3,0.477121254719662
42,-73,39,39,1.5910646070265
42,-72,37,37,1.56820172406699
42,-71,1224,1224,3.08778141780954
42,-9,5,5,0.698970004336019
42,-8,14,14,1.14612803567824
42,-5,10,10,1
42,-4,3,3,0.477121254719662
42,-1,9,9,0.954242509439325
42,2,15,15,1.17609125905568
42,3,1,1,0
42,12,74,74,1.86923171973098
42,13,73,73,1.86332286012046
43,-92,1,1,0
43,-89,79,79,1.89762709129044
43,-88,6,6,0.778151250383644
43,-86,1,1,0
43,-84,51,51,1.70757017609794
43,-83,2,2,0.301029995663981
43,-81,85,85,1.92941892571429
43,-80,26,26,1.41497334797082
43,-79,2,2,0.301029995663981
43,-78,25,25,1.39794000867204
43,-77,2,2,0.301029995663981
43,-76,23,23,1.36172783601759
43,-75,1,1,0
43,-74,8,8,0.903089986991944
43,-73,7,7,0.845098040014257
43,-72,1,1,0
43,-71,7,7,0.845098040014257
43,-9,5,5,0.698970004336019
43,-6,5,5,0.698970004336019
43,-4,2,2,0.301029995663981
43,-3,19,19,1.27875360095283
43,-2,13,13,1.11394335230684
43,-0,2,2,0.301029995663981
43,3,1,1,0
43,5,35,35,1.54406804435028
43,11,7,7,0.845098040014257
43,12,1,1,0
43,14,2,2,0.301029995663981
43,18,2,2,0.301029995663981
43,21,2,2,0.301029995663981
43,23,1,1,0
43,77,1,1,0
43,141,3,3,0.477121254719662
44,-123,21,21,1.32221929473392
44,-116,1,1,0
44,-93,1,1,0
44,-89,29,29,1.46239799789896
44,-86,1,1,0
44,-84,2,2,0.301029995663981
44,-80,27,27,1.43136376415899
44,-79,60,60,1.77815125038364
44,-73,22,22,1.34242268082221
44,-72,27,27,1.43136376415899
44,-70,5,5,0.698970004336019
44,1,107,107,2.02938377768521
44,4,24,24,1.38021124171161
44,5,1,1,0
44,7,2,2,0.301029995663981
44,9,8,8,0.903089986991944
44,10,9,9,0.954242509439325
44,11,99,99,1.99563519459755
44,13,6,6,0.778151250383644
44,14,21,21,1.32221929473392
44,26,1,1,0
44,125,4,4,0.602059991327962
45,-123,14,14,1.14612803567824
45,-93,80,80,1.90308998699194
45,-76,106,106,2.02530586526477
45,-75,1,1,0
45,-74,12,12,1.07918124604762
45,-70,2,2,0.301029995663981
45,-69,1,1,0
45,-66,1,1,0
45,-64,9,9,0.954242509439325
45,-1,2,2,0.301029995663981
45,6,5,5,0.698970004336019
45,8,26,26,1.41497334797082
45,9,192,192,2.28330122870355
45,10,2,2,0.301029995663981
45,11,7,7,0.845098040014257
45,12,35,35,1.54406804435028
46,-123,3,3,0.477121254719662
46,-118,1,1,0
46,-111,12,12,1.07918124604762
46,-109,1,1,0
46,-96,1,1,0
46,-94,2,2,0.301029995663981
46,-74,95,95,1.97772360528885
46,3,8,8,0.903089986991944
46,5,17,17,1.23044892137827
46,6,45,45,1.65321251377534
46,9,21,21,1.32221929473392
46,10,27,27,1.43136376415899
46,11,30,30,1.47712125471966
46,13,2,2,0.301029995663981
46,14,4,4,0.602059991327962
46,15,2,2,0.301029995663981
46,21,3,3,0.477121254719662
46,26,1,1,0
46,127,6,6,0.778151250383644
47,-122,1,1,0
47,-117,8,8,0.903089986991944
47,-89,1,1,0
47,-2,6,6,0.778151250383644
47,0,1,1,0
47,5,4,4,0.602059991327962
47,7,90,90,1.95424250943932
47,8,11,11,1.04139268515822
47,9,272,272,2.4345689040342
47,10,6,6,0.778151250383644
47,11,43,43,1.63346845557959
47,14,1,1,0
47,15,21,21,1.32221929473392
47,19,11,11,1.04139268515822
47,24,2,2,0.301029995663981
48,-123,6,6,0.778151250383644
48,-122,67,67,1.82607480270083
48,-121,2,2,0.301029995663981
48,-114,1,1,0
48,-97,6,6,0.778151250383644
48,-89,2,2,0.301029995663981
48,-5,3,3,0.477121254719662
48,-2,8,8,0.903089986991944
48,0,1,1,0
48,3,17,17,1.23044892137827
48,8,57,57,1.75587485567249
48,9,29,29,1.46239799789896
48,10,6,6,0.778151250383644
48,11,14,14,1.14612803567824
48,12,193,193,2.28555730900777
48,13,5,5,0.698970004336019
48,14,26,26,1.41497334797082
48,15,1,1,0
48,16,104,104,2.01703333929878
48,17,14,14,1.14612803567824
48,19,21,21,1.32221929473392
48,107,2,2,0.301029995663981
49,-123,94,94,1.9731278535997
49,-122,4,4,0.602059991327962
49,-0,1,1,0
49,1,3,3,0.477121254719662
49,2,361,361,2.55750720190566
49,3,2,2,0.301029995663981
49,6,3,3,0.477121254719662
49,7,3,3,0.477121254719662
49,8,133,133,2.12385164096709
49,9,79,79,1.89762709129044
49,11,13,13,1.11394335230684
49,12,5,5,0.698970004336019
49,13,14,14,1.14612803567824
49,17,7,7,0.845098040014257
49,21,13,13,1.11394335230684
50,-113,1,1,0
50,-105,1,1,0
50,-97,8,8,0.903089986991944
50,-4,3,3,0.477121254719662
50,2,2,2,0.301029995663981
50,4,3,3,0.477121254719662
50,5,12,12,1.07918124604762
50,6,42,42,1.6232492903979
50,7,4,4,0.602059991327962
50,8,15,15,1.17609125905568
50,9,177,177,2.24797326636181
50,10,9,9,0.954242509439325
50,11,32,32,1.50514997831991
50,12,24,24,1.38021124171161
50,14,46,46,1.66275783168157
50,19,2,2,0.301029995663981
50,20,43,43,1.63346845557959
50,30,1,1,0
51,-114,20,20,1.30102999566398
51,-4,38,38,1.57978359661681
51,-3,69,69,1.83884909073726
51,-2,35,35,1.54406804435028
51,-1,115,115,2.06069784035361
51,-0,63,63,1.79934054945358
51,1,32,32,1.50514997831991
51,3,36,36,1.55630250076729
51,4,125,125,2.09691001300806
51,5,69,69,1.83884909073726
51,6,77,77,1.88649072517248
51,7,404,404,2.60638136511061
51,8,8,8,0.903089986991944
51,9,9,9,0.954242509439325
51,10,10,10,1
51,11,3,3,0.477121254719662
51,12,27,27,1.43136376415899
51,13,4,4,0.602059991327962
51,14,5,5,0.698970004336019
51,17,1,1,0
51,71,5,5,0.698970004336019
52,-107,2,2,0.301029995663981
52,-4,5,5,0.698970004336019
52,-3,2,2,0.301029995663981
52,-2,133,133,2.12385164096709
52,-1,182,182,2.26007138798507
52,-0,878,878,2.9434945159061
52,1,75,75,1.8750612633917
52,4,37,37,1.56820172406699
52,5,547,547,2.73798732633343
52,6,43,43,1.63346845557959
52,7,4,4,0.602059991327962
52,8,38,38,1.57978359661681
52,9,17,17,1.23044892137827
52,10,57,57,1.75587485567249
52,11,7,7,0.845098040014257
52,12,8,8,0.903089986991944
52,13,29,29,1.46239799789896
52,14,2,2,0.301029995663981
52,17,2,2,0.301029995663981
52,19,4,4,0.602059991327962
52,21,28,28,1.44715803134222
53,-9,1,1,0
53,-7,1,1,0
53,-6,49,49,1.69019608002851
53,-3,17,17,1.23044892137827
53,-2,65,65,1.81291335664286
53,-1,119,119,2.07554696139253
53,1,56,56,1.7481880270062
53,7,42,42,1.6232492903979
53,8,2,2,0.301029995663981
53,9,2,2,0.301029995663981
53,13,113,113,2.05307844348342
54,-114,21,21,1.32221929473392
54,-113,1,1,0
54,-3,37,37,1.56820172406699
54,-2,8,8,0.903089986991944
54,-1,84,84,1.92427928606188
54,-0,6,6,0.778151250383644
54,10,83,83,1.91907809237607
54,12,4,4,0.602059991327962
54,13,3,3,0.477121254719662
54,20,2,2,0.301029995663981
55,-113,1,1,0
55,-6,2,2,0.301029995663981
55,-2,75,75,1.8750612633917
55,8,1,1,0
55,10,28,28,1.44715803134222
55,25,7,7,0.845098040014257
55,61,9,9,0.954242509439325
56,-4,69,69,1.83884909073726
56,-3,47,47,1.67209785793572
56,10,89,89,1.94939000664491
56,13,167,167,2.22271647114758
56,16,3,3,0.477121254719662
56,37,27,27,1.43136376415899
56,38,37,37,1.56820172406699
57,10,7,7,0.845098040014257
57,16,3,3,0.477121254719662
57,61,1,1,0
58,12,4,4,0.602059991327962
58,14,1,1,0
58,16,18,18,1.25527250510331
59,-3,1,1,0
59,6,15,15,1.17609125905568
59,18,111,111,2.04532297878666
60,5,59,59,1.77085201164214
60,11,131,131,2.11727129565576
60,17,1,1,0
60,18,42,42,1.6232492903979
60,22,6,6,0.778151250383644
60,25,60,60,1.77815125038364
60,30,2,2,0.301029995663981
61,-150,6,6,0.778151250383644
61,12,2,2,0.301029995663981
61,24,2,2,0.301029995663981
61,28,1,1,0
62,17,2,2,0.301029995663981
62,26,6,6,0.778151250383644
63,7,2,2,0.301029995663981
63,10,7,7,0.845098040014257
63,22,2,2,0.301029995663981
63,28,1,1,0
64,20,9,9,0.954242509439325
65,25,6,6,0.778151250383644
67,15,1,1,0
70,19,1,1,0
